licence,nom,prenom,ville,club_nom,club_ville,points_elo,rang_national,rang_ligue,rang_comite,classement_officiel,niveau_categorie,nombre_matchs,victoires,defaites,sexo,categorie_age
,李陆同,,,河南队,,,112,,,甲A联赛 (Major League — top),intermediaire,,,,M,senior
,夏易正,,,河南队,,,113,,,甲A联赛 (Major League — top),intermediaire,,,,M,senior
,王廷宇,,,山西队,,,114,,,甲A联赛 (Major League — top),intermediaire,,,,M,senior
,马泽霖,,,山西队,,,115,,,甲A联赛 (Major League — top),intermediaire,,,,M,senior
,闫航齐,,,山西队,,,116,,,甲A联赛 (Major League — top),intermediaire,,,,M,senior
,张明昊,,,山西队,,,117,,,甲A联赛 (Major League — top),intermediaire,,,,M,senior
,金大泫,,,西安刘楠二队,,,118,,,甲A联赛 (Major League — top),intermediaire,,,,M,senior
,张奕玮,,,西安刘楠二队,,,119,,,甲A联赛 (Major League — top),intermediaire,,,,M,senior
,肖子茗,,,西安刘楠二队,,,120,,,甲A联赛 (Major League — top),intermediaire,,,,M,senior
,张成日,,,西安刘楠二队,,,121,,,甲A联赛 (Major League — top),intermediaire,,,,M,senior
,冷大棚,,,西安刘楠二队,,,122,,,甲A联赛 (Major League — top),intermediaire,,,,M,senior
,许人瑞,,,大乒协华东理工,,,123,,,甲A联赛 (Major League — top),intermediaire,,,,M,senior
,李天阳,,,大乒协华东理工,,,124,,,甲A联赛 (Major League — top),intermediaire,,,,M,senior
,李昊,,,大乒协华东理工,,,125,,,甲A联赛 (Major League — top),intermediaire,,,,M,senior
,李明泽,,,大乒协华东理工,,,126,,,甲A联赛 (Major League — top),intermediaire,,,,M,senior
,张宇,,,大乒协华东理工,,,127,,,甲A联赛 (Major League — top),intermediaire,,,,M,senior
,龚圣涵,,,浙江竞体,,,128,,,甲A联赛 (Major League — top),intermediaire,,,,M,senior
,祝佳祺,,,浙江竞体,,,129,,,甲A联赛 (Major League — top),intermediaire,,,,M,senior
,于继宁,,,浙江竞体,,,130,,,甲A联赛 (Major League — top),intermediaire,,,,M,senior
,齐白石,,,浙江竞体,,,131,,,甲A联赛 (Major League — top),intermediaire,,,,M,senior
,龙宇,,,广东二沙深圳大学一队,,,132,,,甲A联赛 (Major League — top),intermediaire,,,,M,senior
,袁烜松,,,广东二沙深圳大学一队,,,133,,,甲A联赛 (Major League — top),intermediaire,,,,M,senior
,HUANG,Xunan,,广东二沙深圳大学一队,,,134,,,甲A联赛 (Major League — top),intermediaire,,,,M,senior
,敖华磊,,,广东二沙深圳大学一队,,,135,,,甲A联赛 (Major League — top),intermediaire,,,,M,senior
,周锦泉,,,上海龙腾,,,136,,,甲A联赛 (Major League — top),intermediaire,,,,M,senior
,陈志阳,,,上海龙腾,,,137,,,甲A联赛 (Major League — top),intermediaire,,,,M,senior
,沈珈,,,上海龙腾,,,138,,,甲A联赛 (Major League — top),intermediaire,,,,M,senior
,耿旭纬,,,上海龙腾,,,139,,,甲A联赛 (Major League — top),intermediaire,,,,M,senior
,潘一帆,,,上海龙腾,,,140,,,甲A联赛 (Major League — top),intermediaire,,,,M,senior
,房胤池,,,武汉经开港,,,141,,,甲A联赛 (Major League — top),intermediaire,,,,M,senior
,桂晨凯,,,武汉经开港,,,142,,,甲A联赛 (Major League — top),intermediaire,,,,M,senior
,王晨策,,,武汉经开港,,,143,,,甲A联赛 (Major League — top),intermediaire,,,,M,senior
,李培江,,,武汉经开港,,,144,,,甲A联赛 (Major League — top),intermediaire,,,,M,senior
,孙鹏翔,,,武汉经开港,,,145,,,甲A联赛 (Major League — top),intermediaire,,,,M,senior
,罗程,,,安徽中程一队,,,146,,,甲A联赛 (Major League — top),intermediaire,,,,M,senior
,习胜,,,安徽中程一队,,,147,,,甲A联赛 (Major League — top),intermediaire,,,,M,senior
,HAO,Shuai,,安徽中程一队,,,148,,,甲A联赛 (Major League — top),intermediaire,,,,M,senior
,马特,,,安徽中程一队,,,149,,,甲A联赛 (Major League — top),intermediaire,,,,M,senior
,李东成,,,安徽中程一队,,,150,,,甲A联赛 (Major League — top),intermediaire,,,,M,senior
,杨飞,,,重庆南开融侨中学,,,151,,,甲A联赛 (Major League — top),intermediaire,,,,M,senior
,周汐君,,,重庆南开融侨中学,,,152,,,甲A联赛 (Major League — top),intermediaire,,,,M,senior
,尹孟泽,,,重庆南开融侨中学,,,153,,,甲A联赛 (Major League — top),intermediaire,,,,M,senior
,李天宇,,,重庆成现体育,,,154,,,甲A联赛 (Major League — top),intermediaire,,,,M,senior
,李一帆,,,重庆成现体育,,,155,,,甲A联赛 (Major League — top),intermediaire,,,,M,senior
,孙智晨,,,重庆成现体育,,,156,,,甲A联赛 (Major League — top),intermediaire,,,,M,senior
,黄祺燊,,,安徽中程二队,,,157,,,甲A联赛 (Major League — top),intermediaire,,,,M,senior
,胡东申,,,安徽中程二队,,,158,,,甲A联赛 (Major League — top),intermediaire,,,,M,senior
,韩一宽,,,安徽中程二队,,,159,,,甲A联赛 (Major League — top),intermediaire,,,,M,senior
,田中佑汰,,,安徽中程二队,,,160,,,甲A联赛 (Major League — top),intermediaire,,,,M,senior
,杨友正,,,安徽中程二队,,,161,,,甲A联赛 (Major League — top),intermediaire,,,,M,senior
,杨晓夫,,,济南乐搏,,,162,,,甲A联赛 (Major League — top),intermediaire,,,,M,senior
,汪佳男,,,济南乐搏,,,163,,,甲A联赛 (Major League — top),intermediaire,,,,M,senior
,范胜鹏,,,济南乐搏,,,164,,,甲A联赛 (Major League — top),intermediaire,,,,M,senior
,董航源,,,济南乐搏,,,165,,,甲A联赛 (Major League — top),intermediaire,,,,M,senior
,车自顺,,,济南乐搏,,,166,,,甲A联赛 (Major League — top),intermediaire,,,,M,senior
,曹巍,,,山东至晟体育,,,167,,,甲A联赛 (Major League — top),intermediaire,,,,M,senior
,刘瑞金,,,山东至晟体育,,,168,,,甲A联赛 (Major League — top),intermediaire,,,,M,senior
,庄立赟,,,山东至晟体育,,,169,,,甲A联赛 (Major League — top),intermediaire,,,,M,senior
,曾蓓勋,,,山东至晟体育,,,170,,,甲A联赛 (Major League — top),intermediaire,,,,M,senior
,宋卓衡,,,山东至晟体育,,,171,,,甲A联赛 (Major League — base),debutant,,,,M,senior
,曹彦涛,,,南京体育学院,,,172,,,甲A联赛 (Major League — base),debutant,,,,M,senior
,张润东,,,南京体育学院,,,173,,,甲A联赛 (Major League — base),debutant,,,,M,senior
,费浚航,,,南京体育学院,,,174,,,甲A联赛 (Major League — base),debutant,,,,M,senior
,王卿伊,,,南京体育学院,,,175,,,甲A联赛 (Major League — base),debutant,,,,M,senior
,HU,Chang,,南京体育学院,,,176,,,甲A联赛 (Major League — base),debutant,,,,M,senior
,王珠,,,深圳大学·暨南·深圳移动,,,177,,,甲A联赛 (Major League — base),debutant,,,,F,senior
,刘盈辰,,,深圳大学·暨南·深圳移动,,,178,,,甲A联赛 (Major League — base),debutant,,,,F,senior
,小塩悠菜,,,深圳大学·暨南·深圳移动,,,179,,,甲A联赛 (Major League — base),debutant,,,,F,senior
,薛羽婷,,,深圳大学·暨南·深圳移动,,,180,,,甲A联赛 (Major League — base),debutant,,,,F,senior
,周芷默,,,深圳大学·暨南·深圳移动,,,181,,,甲A联赛 (Major League — base),debutant,,,,F,senior
,朱培育,,,泰州睿杰超峰,,,182,,,甲A联赛 (Major League — base),debutant,,,,F,senior
,蒋慧,,,泰州睿杰超峰,,,183,,,甲A联赛 (Major League — base),debutant,,,,F,senior
,赵尚,,,泰州睿杰超峰,,,184,,,甲A联赛 (Major League — base),debutant,,,,F,senior
,王诗喻,,,泰州睿杰超峰,,,185,,,甲A联赛 (Major League — base),debutant,,,,F,senior
,王可盈,,,泰州睿杰超峰,,,186,,,甲A联赛 (Major League — base),debutant,,,,F,senior
,邬铭君,,,上海龙腾,,,187,,,甲A联赛 (Major League — base),debutant,,,,F,senior
,刘佳琪,,,上海龙腾,,,188,,,甲A联赛 (Major League — base),debutant,,,,F,senior
,易爱川,,,上海龙腾,,,189,,,甲A联赛 (Major League — base),debutant,,,,F,senior
,林雅溪,,,上海龙腾,,,190,,,甲A联赛 (Major League — base),debutant,,,,F,senior
,李若楠,,,上海龙腾,,,191,,,甲A联赛 (Major League — base),debutant,,,,F,senior
,牛鳥星罗,,,陕西三八妇乐,,,192,,,甲A联赛 (Major League — base),debutant,,,,F,senior
,丁嘉曼,,,陕西三八妇乐,,,193,,,甲A联赛 (Major League — base),debutant,,,,F,senior
,齐菲,,,陕西三八妇乐,,,194,,,甲A联赛 (Major League — base),debutant,,,,F,senior
,吴洋晨,,,陕西三八妇乐,,,195,,,甲A联赛 (Major League — base),debutant,,,,F,senior
,崔尔泽,,,陕西三八妇乐,,,196,,,甲A联赛 (Major League — base),debutant,,,,F,senior
,臧小桐,,,瑞昌市体总,,,197,,,甲A联赛 (Major League — base),debutant,,,,F,senior
,WANG,Tianyi,,瑞昌市体总,,,198,,,甲A联赛 (Major League — base),debutant,,,,F,senior
,HAN,Feier,,瑞昌市体总,,,199,,,甲A联赛 (Major League — base),debutant,,,,F,senior
,王鸿钰,,,瑞昌市体总,,,200,,,甲A联赛 (Major League — base),debutant,,,,F,senior
,王越,,,瑞昌市体总,,,201,,,甲A联赛 (Major League — base),debutant,,,,F,senior
,范姝涵,,,湖北乒协一队,,,202,,,甲A联赛 (Major League — base),debutant,,,,F,senior
,孙思楠,,,湖北乒协一队,,,203,,,甲A联赛 (Major League — base),debutant,,,,F,senior
,李益惠,,,湖北乒协一队,,,204,,,甲A联赛 (Major League — base),debutant,,,,F,senior
,王晓楠,,,湖北乒协一队,,,205,,,甲A联赛 (Major League — base),debutant,,,,F,senior
,王昕奕,,,山东鲁能,,,206,,,甲A联赛 (Major League — base),debutant,,,,F,senior
,李思萱,,,山东鲁能,,,207,,,甲A联赛 (Major League — base),debutant,,,,F,senior
,刘梦凡,,,山东鲁能,,,208,,,甲A联赛 (Major League — base),debutant,,,,F,senior
,何艾格,,,辽宁队,,,209,,,甲A联赛 (Major League — base),debutant,,,,F,senior
,闫禹橦,,,辽宁队,,,210,,,甲A联赛 (Major League — base),debutant,,,,F,senior
,胡一,,,辽宁队,,,211,,,甲A联赛 (Major League — base),debutant,,,,F,senior
,白雨涵,,,辽宁队,,,212,,,甲A联赛 (Major League — base),debutant,,,,F,senior
,杨惠泽,,,北京市先农坛,,,213,,,甲A联赛 (Major League — base),debutant,,,,F,senior
,徐慧尧,,,北京市先农坛,,,214,,,甲A联赛 (Major League — base),debutant,,,,F,senior
,姜轩,,,北京市先农坛,,,215,,,甲A联赛 (Major League — base),debutant,,,,F,senior
,刘鑫,,,成都香投,,,216,,,甲A联赛 (Major League — base),debutant,,,,F,senior
,郭琳,,,成都香投,,,217,,,甲A联赛 (Major League — base),debutant,,,,F,senior
,夏紫宁,,,成都香投,,,218,,,甲A联赛 (Major League — base),debutant,,,,F,senior
,冯怡璇,,,成都香投,,,219,,,甲A联赛 (Major League — base),debutant,,,,F,senior
,高雅楠,,,山东胜利东胜,,,220,,,甲A联赛 (Major League — base),debutant,,,,F,senior
,隋笑然,,,山东胜利东胜,,,221,,,甲A联赛 (Major League — base),debutant,,,,F,senior
,姜依依,,,山东胜利东胜,,,222,,,甲A联赛 (Major League — base),debutant,,,,F,senior
,王馨雅,,,山东胜利东胜,,,223,,,甲A联赛 (Major League — base),debutant,,,,F,senior
,永野萌衣,,,福建安井,,,224,,,甲A联赛 (Major League — base),debutant,,,,F,senior
,李仁思佳,,,福建安井,,,225,,,甲A联赛 (Major League — base),debutant,,,,F,senior
,冈田琴菜,,,福建安井,,,226,,,甲A联赛 (Major League — base),debutant,,,,F,senior
,杨诗璐,,,广东二沙深圳大学,,,227,,,甲A联赛 (Major League — base),debutant,,,,F,senior
,陈梓颖,,,广东二沙深圳大学,,,228,,,甲A联赛 (Major League — base),debutant,,,,F,senior
,梁美娟,,,广东二沙深圳大学,,,229,,,甲A联赛 (Major League — base),debutant,,,,F,senior
,马恒妤,,,南京体育学院,,,230,,,甲A联赛 (Major League — base),debutant,,,,F,senior
,谢雨彤,,,南京体育学院,,,231,,,甲A联赛 (Major League — base),debutant,,,,F,senior
,徐佳瑞,,,南京体育学院,,,232,,,甲A联赛 (Major League — base),debutant,,,,F,senior
,白思文,,,大乒协华东理工,,,233,,,甲A联赛 (Major League — base),debutant,,,,F,senior
,王一朵,,,大乒协华东理工,,,234,,,甲A联赛 (Major League — base),debutant,,,,F,senior
,金梦妍,,,大乒协华东理工,,,235,,,甲A联赛 (Major League — base),debutant,,,,F,senior
,薛舒晴,,,天津女队,,,236,,,甲A联赛 (Major League — base),debutant,,,,F,senior
,周倩婷,,,天津女队,,,237,,,甲A联赛 (Major League — base),debutant,,,,F,senior
,张文馨,,,天津女队,,,238,,,甲A联赛 (Major League — base),debutant,,,,F,senior
,苏馨,,,天津女队,,,239,,,甲A联赛 (Major League — base),debutant,,,,F,senior
,金河英,,,安徽中程·奕鹏,,,240,,,甲A联赛 (Major League — base),debutant,,,,F,senior
,金裕珍,,,安徽中程·奕鹏,,,241,,,甲A联赛 (Major League — base),debutant,,,,F,senior
,许筱漫,,,安徽中程·奕鹏,,,242,,,甲A联赛 (Major League — base),debutant,,,,F,senior
,姜渝,,,安徽中程·奕鹏,,,243,,,甲A联赛 (Major League — base),debutant,,,,F,senior
,张缤月,,,安徽中程·奕鹏,,,244,,,甲A联赛 (Major League — base),debutant,,,,F,senior
,车晓曦,,,上海沿浦,,,245,,,甲A联赛 (Major League — base),debutant,,,,F,senior
,LIU,Shiwen,,上海沿浦,,,246,,,甲A联赛 (Major League — base),debutant,,,,F,senior
,SHI,Xunyao,,上海沿浦,,,247,,,甲A联赛 (Major League — base),debutant,,,,F,senior
,孙艺祯,,,上海沿浦,,,248,,,甲A联赛 (Major League — base),debutant,,,,F,senior
,JEON,Jihee,,上海沿浦,,,249,,,甲A联赛 (Major League — base),debutant,,,,F,senior
,姜安祺,,,临沂新星,,,250,,,甲A联赛 (Major League — base),debutant,,,,F,senior
,黄楚婷,,,临沂新星,,,251,,,甲A联赛 (Major League — base),debutant,,,,F,senior
,王丽倩,,,临沂新星,,,252,,,甲A联赛 (Major League — base),debutant,,,,F,senior
,GAO,Yuxin,,四川红树林,,,253,,,甲A联赛 (Major League — base),debutant,,,,F,senior
,向俊霖,,,四川红树林,,,254,,,甲A联赛 (Major League — base),debutant,,,,F,senior
,赵若含,,,四川红树林,,,255,,,甲A联赛 (Major League — base),debutant,,,,F,senior
,刘子菱,,,四川红树林,,,256,,,甲A联赛 (Major League — base),debutant,,,,F,senior
,楚涵雯,,,四川红树林,,,257,,,甲A联赛 (Major League — base),debutant,,,,F,senior
,朱朝晖,,,重庆成现中滨,,,258,,,甲A联赛 (Major League — base),debutant,,,,F,senior
,孙晓萌,,,重庆成现中滨,,,259,,,甲A联赛 (Major League — base),debutant,,,,F,senior
,董京,,,重庆成现中滨,,,260,,,甲A联赛 (Major League — base),debutant,,,,F,senior
